_background_,0.0,0.0,0.0
chair,192.0,0.0,0.0
person,192.0,128.0,128.0
sofa,0.0,192.0,0.0
bottle,128.0,0.0,128.0
bus,0.0,128.0,128.0
car,128.0,128.0,128.0
